LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_OPERATIONAL_RATING,YR1_OPERATIONAL_RATING,YR2_OPERATIONAL_RATING,OPERATIONAL_RATING_BAND,ELECTRIC_CO2,HEATING_CO2,RENEWABLES_CO2,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,MAIN_BENCHMARK,MAIN_HEATING_FUEL,OTHER_FUEL,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,TOTAL_FLOOR_AREA,ANNUAL_THERMAL_FUEL_USAGE,TYPICAL_THERMAL_FUEL_USAGE,ANNUAL_ELECTRICAL_FUEL_USAGE,TYPICAL_ELECTRICAL_FUEL_USAGE,RENEWABLES_FUEL_THERMAL,RENEWABLES_ELECTRICAL,YR1_ELECTRICITY_CO2,YR2_ELECTRICITY_CO2,YR1_HEATING_CO2,YR2_HEATING_CO2,YR1_RENEWABLES_CO2,YR2_RENEWABLES_CO2,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,BUILDING_CATEGORY,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,NOMINATED_DATE,OR_ASSESSMENT_END_DATE,LODGEMENT_DATETIME,OCCUPANCY_LEVEL
24649211032019101818570888900698,,Greenvale School,Waters Road,SE6 1UF,184866210000,104,105,101,E,111,70,0,Schools And Seasonal Public Buildings,2019-10-18,E09000023,E14000787,Greater London Authority,2019-10-18,Schools And Seasonal Public Buildings,Natural Gas,,,,3618.62,100,135,56,40,0,0,110,104,78,73,0,0,Yes,,2,3,Mixed-mode with Natural Ventilation,S3;,"Greenvale School, Waters Road",Lewisham,Lewisham East,LONDON,2019-09-30,2019-06-30,2019-10-18 18:57:08,Standard Occupancy
120901643132017032910400964000698,EARLY YEARS,Forster Park Primary School,Boundfield Road,SE6 1PQ,485469690001,44,,,B,7,0,0,Schools And Seasonal Public Buildings,2017-03-16,E09000023,E14000787,Greater London Authority,2017-03-29,Schools And Seasonal Public Buildings,Grid Supplied Electricity,,Not applicable,Not applicable,328,0,134,38,40,0,0,,,,,,,Yes,,2,3,Heating and Natural Ventilation,S3;,"EARLY YEARS, Forster Park Primary School, Boundfield Road",Lewisham,Lewisham East,LONDON,2016-12-31,2016-11-24,2017-03-29 10:40:09,Standard Occupancy
33243421132019061916060259000699,AOO,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220001,107,93,112,E,1084,561,0,Hospital - Clinical And Research,2019-06-05,E09000023,E14000789,Greater London Authority,2019-06-19,Hospital - Clinical And Research,Natural Gas,,,,12643.31,229,370,156,90,0,0,955,1267,522,512,0,0,Yes,,2,3,Heating and Mechanical Ventilation,S6;,"AOO, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2019-03-31,2019-03-31,2019-06-19 16:06:02,Standard Occupancy
33245021732019061916103959000699,BOC,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220017,107,93,75,E,139,72,0,Hospital - Clinical And Research,2019-06-05,E09000023,E14000789,Greater London Authority,2019-06-19,Hospital - Clinical And Research,Natural Gas,,,,1626.05,229,370,156,90,0,0,123,88,67,66,0,0,Yes,,1,4,Heating and Mechanical Ventilation,S6;,"BOC, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2019-03-31,2019-03-31,2019-06-19 16:10:39,Standard Occupancy
33244921632019061916504069000699,VOO,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220016,179,158,114,G,92,48,0,General Office,2019-06-06,E09000023,E14000789,Greater London Authority,2019-06-19,General Office,Natural Gas,,,,1075.15,229,106,156,95,0,0,81,58,44,32,0,0,No,,,4,Heating and Natural Ventilation,C1;,"VOO, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2019-03-31,2019-03-31,2019-06-19 16:50:40,Standard Occupancy
33244120832010033010093859000699,FOC,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220008,175,,,G,125,83,0,Clinic,2010-03-05,E09000023,E14000789,Greater London Authority,2010-03-30,Clinic,Natural Gas,,Not applicable,Not applicable,1579,270,189,144,70,0,0,,,,,,,Yes,,2,5,Air Conditioning,S5;,"FOC, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2010-03-30,2010-01-01,2010-03-30 10:09:38,
33244320032010033010130359000699,HOO,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220010,177,,,G,133,88,0,Clinic; General Office,2010-03-05,E09000023,E14000789,Greater London Authority,2010-03-30,General Office,Natural Gas,,Not applicable,Not applicable,1685,270,131,144,89,0,0,,,,,,,Yes,,2,5,Air Conditioning,S5; C1;,"HOO, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2010-03-30,2010-01-01,2010-03-30 10:13:03,
33244522232012080912141279000699,KOO,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220012,186,,,G,974,522,0,Hospital - Clinical And Research,2012-08-03,E09000023,E14000789,Greater London Authority,2012-08-09,Hospital - Clinical And Research,Natural Gas,,,,8792,306,217,201,90,0,0,,,,,,,Yes,,2,5,Heating and Mechanical Ventilation,S6;,"KOO, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2012-04-01,2012-03-31,2012-08-09 12:14:12,Standard Occupancy
9618489032011012614030064000699,,Perrymount Primary School,Sunderland Road,SE23 2PX,899466200000,59,101,69,C,18,29,0,Schools And Seasonal Public Buildings,2011-01-26,E09000023,E14000788,Greater London Authority,2011-01-26,Schools And Seasonal Public Buildings,Natural Gas,,,,1569,95,148,21,40,0,0,55,32,25,20,0,0,Yes,,2,3,Mixed-mode with Natural Ventilation,S3;,"Perrymount Primary School, Sunderland Road",Lewisham,Lewisham West and Penge,LONDON,2010-10-01,2010-07-31,2011-01-26 14:03:00,Standard Occupancy
26946709952010011417274106940667,LOCKWOOD BUILDING,"Goldsmiths, University of London",8 Lewisham Way,SE14 6NW,673096560004,76,,,D,139,116,,Fitness and health centre; University campus,2009-11-10,E09000023,E14000789,Greater London Authority,2010-01-14,University campus,Natural Gas,,Not applicable,Not applicable,2571,232,333,98,120,0,0,,,,,,,Yes,,2,5,Heating and Natural Ventilation,H7; S4;,"LOCKWOOD BUILDING, Goldsmiths, University of London, 8 Lewisham Way",Lewisham,"Lewisham, Deptford",LONDON,2009-09-30,2009-07-31,2010-01-14 17:27:41,
79337080062019030412584324220672,PAXTON BUILDING,Kelvin Grove Primary & Nursery School,Kelvin Grove,SE26 6BB,729982450002,86,,108,D,20,28,0,Schools And Seasonal Public Buildings,2019-02-26,E09000023,E14000788,Greater London Authority,2019-03-04,Schools And Seasonal Public Buildings,Natural Gas,,,,1149,125,139,32,40,0,0,,24,,39,,0,No,,,4,Heating and Natural Ventilation,S3;,"PAXTON BUILDING, Kelvin Grove Primary & Nursery School, Kelvin Grove",Lewisham,Lewisham West and Penge,LONDON,2019-02-28,2019-01-08,2019-03-04 12:58:43,Standard Occupancy
79530620022015060409251183060481,EARLY YEARS UNIT,Rathfern Primary School,Rathfern Road,SE6 4NL,881129370001,96,114,,D,12,23,0,Schools And Seasonal Public Buildings,2015-06-04,E09000023,E14000787,Greater London Authority,2015-06-04,Schools And Seasonal Public Buildings,Natural Gas,,,,696,173,155,30,40,0,0,19,,19,,0,,No,,,4,Heating and Natural Ventilation,S3;,"EARLY YEARS UNIT, Rathfern Primary School, Rathfern Road",Lewisham,Lewisham East,LONDON,2013-11-01,2013-08-01,2015-06-04 09:25:11,Standard Occupancy
100425526432016032214271324000592,BUILDING 1,Prendergast School,Adelaide Avenue,SE4 1LE,223452030004,99,91,,D,78,32,0,Schools And Seasonal Public Buildings,2016-03-22,E09000023,E14000789,Greater London Authority,2016-03-22,Schools And Seasonal Public Buildings,Natural Gas,,,,1765,92,158,81,59,0,0,79,,32,,0,,Yes,,2,5,Heating and Mechanical Ventilation,S3;,"BUILDING 1, Prendergast School, Adelaide Avenue",Lewisham,"Lewisham, Deptford",LONDON,2016-03-26,2016-02-29,2016-03-22 14:27:13,Extended Occupancy
9105590842017032712220976300970,,Rathfern Primary School,Rathfern Road,SE6 4NL,881129370000,90,81,,D,45,26,0,Schools And Seasonal Public Buildings,2017-03-16,E09000023,E14000787,Greater London Authority,2017-03-27,Schools And Seasonal Public Buildings,Natural Gas,,,,1574,84,143,52,40,0,0,41,,21,,0,,Yes,,1,3,Heating and Natural Ventilation,S3;,"Rathfern Primary School, Rathfern Road",Lewisham,Lewisham East,LONDON,2017-04-01,2017-01-31,2017-03-27 12:22:09,Standard Occupancy
9105590842011031315355177300970,,Rathfern Primary School,Rathfern Road,SE6 4NL,881129370000,56,89,123,C,9,35,0,Schools And Seasonal Public Buildings,2011-03-13,E09000023,E14000787,Greater London Authority,2011-03-13,Schools And Seasonal Public Buildings,Natural Gas,,,,1574,115,148,11,40,0,0,20,47,50,49,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Rathfern Primary School, Rathfern Road",Lewisham,Lewisham East,LONDON,2010-11-01,2010-08-31,2011-03-13 15:35:51,Standard Occupancy
9228120062009012311265786080990,,Lucas Vale Primary School,Thornville Street,SE8 4QB,981424620000,107,,,E,76,46,,Schools and seasonal public buildings,2008-08-01,E09000023,E14000789,Greater London Authority,2009-01-23,Schools and seasonal public buildings,Natural Gas,,NONE,"Type1: PHOTVOLTAIC - 5KW ARRAY, 1 kWh;",2301,102,140,60,40,0,0,,,,,,,,,,,Heating and Natural Ventilation,S3;,"Lucas Vale Primary School, Thornville Street",Lewisham,"Lewisham, Deptford",LONDON,2008-08-01,2008-05-31,2009-01-23 11:26:57,
33243640902017041316171720230990,DOB,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220003,128,140,106,F,78,59,0,General Office,2017-01-10,E09000023,E14000789,Greater London Authority,2017-04-13,General Office,Natural Gas,,,,1447.5,209,112,99,95,0,0,81,92,66,49,0,0,Yes,,2,3,Heating and Natural Ventilation,C1;,"DOB, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2017-03-31,2017-01-01,2017-04-13 16:17:17,Standard Occupancy
9618496012009012313232306900809,,Perrymount Primary School,Sunderland Road,SE23 2PX,899466200000,69,,,C,32,20,,Schools and seasonal public buildings,2008-10-01,E09000023,E14000788,Greater London Authority,2009-01-23,Schools and seasonal public buildings,Natural Gas,,NONE,NONE,1534,68,140,38,40,0,0,,,,,,,,,,,Heating and Natural Ventilation,S3;,"Perrymount Primary School, Sunderland Road",Lewisham,Lewisham West and Penge,LONDON,2008-10-01,2008-07-31,2009-01-23 13:23:23,
42119800022012042320302333070820,,Ashmead Primary School,Ashmead Road,SE8 4DX,235401360000,117,,,E,60,23,4,Schools And Seasonal Public Buildings,2012-03-08,E09000023,E14000789,Greater London Authority,2012-04-23,Schools And Seasonal Public Buildings,Natural Gas,,,Biomass: 19200 kWh Heating,1422,96,143,76,40,12.3,0,,,,,,,Yes,,2,3,Heating and Natural Ventilation,S3;,"Ashmead Primary School, Ashmead Road",Lewisham,"Lewisham, Deptford",LONDON,2012-01-31,2011-10-31,2012-04-23 20:30:23,Standard Occupancy
34919750032020082811401953000826,,St. William of York School,Brockley Park,SE23 1PS,566381300000,61,57,75,C,12,28,0,Schools And Seasonal Public Buildings,2020-05-05,E09000023,E14000789,Greater London Authority,2020-08-28,Schools And Seasonal Public Buildings,Natural Gas,,,,1341,106,136,16,40,0,0,14,16,23,34,0,0,No,,,4,Heating and Natural Ventilation,S3;,"St. William of York School, Brockley Park",Lewisham,"Lewisham, Deptford",LONDON,2020-05-05,2020-03-31,2020-08-28 11:40:19,Standard Occupancy
33244160062017041316191192990828,FOC,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220008,58,65,132,C,52,67,0,Hospital - Clinical And Research,2017-01-18,E09000023,E14000789,Greater London Authority,2017-04-13,Hospital - Clinical And Research,Natural Gas,,,,1647.87,209,392,58,90,0,0,54,104,75,56,0,0,Yes,,2,3,Heating and Natural Ventilation,S6;,"FOC, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2017-03-31,2017-01-01,2017-04-13 16:19:11,Standard Occupancy
1608930922011121821003021920830,,Community Health South London N H S Trust,"Sydenham Green Health Centre, 26 Holmshaw Close",SE26 4TG,328935110000,76,87,9999,D,91,48,0,Clinic,2011-12-18,E09000023,E14000788,Greater London Authority,2011-12-18,Clinic,Natural Gas,,,,1873,133,229,88,98,0,0,90,0,46,0,0,0,No,,,4,Heating and Mechanical Ventilation,S5;,"Community Health South London N H S Trust, Sydenham Green Health Centre, 26 Holmshaw Close",Lewisham,Lewisham West and Penge,LONDON,2011-10-31,2011-09-30,2011-12-18 21:00:30,Extended Occupancy
8885970962019121811251961920840,,Eliot Bank Primary School,Thorpewood Avenue,SE26 4BU,461477170000,80,88,103,D,65,37,0,Schools And Seasonal Public Buildings,2019-12-18,E09000023,E14000788,Greater London Authority,2019-12-18,Schools And Seasonal Public Buildings,Natural Gas,,,,2378,80,144,50,47,0,0,67,75,48,57,0,0,Yes,,2,5,Heating and Natural Ventilation,S3;,"Eliot Bank Primary School, Thorpewood Avenue",Lewisham,Lewisham West and Penge,LONDON,2019-10-13,2019-09-30,2019-12-18 11:25:19,Extended Occupancy
5619770062018041115512850040850,,Bellingham Leisure Centre,14a Randlesdown Road,SE6 3BT,558074030000,54,57,59,C,130,89,0,Dry Sports And Leisure Facility; Fitness And Health Centre,2018-04-08,E09000023,E14000788,Greater London Authority,2018-04-11,Dry Sports And Leisure Facility,Natural Gas,,,,2771,165,355,85,139,0,0,127,133,111,102,0,0,Yes,,2,1,Heating and Mechanical Ventilation,H8; H7;,"Bellingham Leisure Centre, 14a Randlesdown Road",Lewisham,Lewisham West and Penge,LONDON,2018-04-01,2018-01-31,2018-04-11 15:51:28,Extended Occupancy
54842610022011101114392038220853,LLOYDS BUILDING (BLOCK E),Edmund Waller School,Waller Road,SE14 5LY,539212810003,91,,,D,20,37,0,Schools And Seasonal Public Buildings,2011-02-28,E09000023,E14000789,Greater London Authority,2011-10-11,Schools And Seasonal Public Buildings,Natural Gas,,,,1219.62,154,148,29,40,0,0,,,,,,,Yes,,1,5,Heating and Natural Ventilation,S3;,"LLOYDS BUILDING (BLOCK E), Edmund Waller School, Waller Road",Lewisham,"Lewisham, Deptford",LONDON,2010-10-28,2010-07-28,2011-10-11 14:39:20,Standard Occupancy
27283780062017112320443060210860,,Forest Hill Secondary School,Dacres Road,SE23 2XN,664287090000,109,91,117,E,360,211,0,Schools And Seasonal Public Buildings,2016-09-28,E09000023,E14000788,Greater London Authority,2017-11-23,Schools And Seasonal Public Buildings,Natural Gas,,,,10837.66,101,135,60,40,0,0,282,387,187,227,0,0,Yes,,2,3,Heating and Mechanical Ventilation,S3;,"Forest Hill Secondary School, Dacres Road",Lewisham,Lewisham West and Penge,LONDON,2017-07-30,2017-05-31,2017-11-23 20:44:30,Standard Occupancy
78431010022014030514051351090910,,South London & Maudsley NHS Trust,"Domus Unit, 91 Granville Park",SE13 7DW,155517180000,127,105,,F,94,42,0,Long Term Residential,2014-01-01,E09000023,E14000787,Greater London Authority,2014-03-05,Long Term Residential,Natural Gas,,,,909.7,237,423,189,65,0,0,56,,53,,0,,No,,,4,Heating and Natural Ventilation,S7;,"South London & Maudsley NHS Trust, Domus Unit, 91 Granville Park",Lewisham,Lewisham East,LONDON,2014-01-01,2013-12-31,2014-03-05 14:05:13,Standard Occupancy
5489340922012120311553752020910,,Lewisham Reference Library,199-201 Lewisham High Street,SE13 6LG,150049250000,90,87,103,D,172,48,0,Cultural Activities,2012-12-01,E09000023,E14000789,Greater London Authority,2012-12-03,Cultural Activities,Natural Gas,,,,2696,92,207,116,91,0,0,163,205,51,50,0,0,Yes,,2,5,Mixed-mode with Mechanical Ventilation,H4;,"Lewisham Reference Library, 199-201 Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2012-10-23,2012-09-03,2012-12-03 11:55:37,Extended Occupancy
75247310642013112608240669110910,VOLUMETRIC DINING AND TEACHING BLOCK,Torridon Junior School,Hazelbank Road,SE6 1TG,460841160001,141,,,F,59,0,0,Schools And Seasonal Public Buildings,2013-09-11,E09000023,E14000787,Greater London Authority,2013-11-26,Schools And Seasonal Public Buildings,Grid Supplied Electricity,,,,808.34,0,155,134,40,0,0,,,,,,,Yes,,2,1,Heating and Natural Ventilation,S3;,"VOLUMETRIC DINING AND TEACHING BLOCK, Torridon Junior School, Hazelbank Road",Lewisham,Lewisham East,LONDON,2013-10-01,2013-08-01,2013-11-26 08:24:06,Standard Occupancy
46542192052011012414112309900911,,Brindishe Lee School,Wantage Road,SE12 8NA,915729710000,97,114,116,D,31,28,0,Schools And Seasonal Public Buildings,2008-10-01,E09000023,E14000787,Greater London Authority,2011-01-24,Schools And Seasonal Public Buildings,Natural Gas,,,,1197,119,150,48,40,0,0,37,38,31,31,0,0,Yes,,1,4,Heating and Natural Ventilation,S3;,"Brindishe Lee School, Wantage Road",Lewisham,Lewisham East,LONDON,2010-11-29,2010-10-21,2011-01-24 14:11:23,Standard Occupancy
24400730402018011114153253610920,GODDARD BUILDING,Haberdashers Askes Hatcham College,135 Pepys Road,SE14 5SF,640743650001,146,143,,F,84,44,0,Schools And Seasonal Public Buildings,2017-02-17,E09000023,E14000789,Greater London Authority,2018-01-11,Schools And Seasonal Public Buildings,Natural Gas,,,,1828.8,125,135,84,40,0,0,80,,43,,0,,Yes,,1,4,Heating and Natural Ventilation,S3;,"GODDARD BUILDING, Haberdashers Askes Hatcham College, 135 Pepys Road",Lewisham,"Lewisham, Deptford",LONDON,2017-12-30,2017-10-31,2018-01-11 14:15:32,Standard Occupancy
1687060202020021311210587300920,,Christ the King Sixth Form College,Belmont Grove,SE13 5GE,924216380000,68,61,63,C,464,243,0,University Campus,2020-02-13,E09000023,E14000787,Greater London Authority,2020-02-13,University Campus,Natural Gas,,,,12154,103,211,69,80,0,0,460,487,188,174,0,0,Yes,,2,3,Mixed-mode with Natural Ventilation,S4;,"Christ the King Sixth Form College, Belmont Grove",Lewisham,Lewisham East,LONDON,2019-05-28,2019-03-31,2020-02-13 11:21:05,Standard Occupancy
33244561022013052420061792770922,KOO,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220012,140,,,F,966,683,0,Hospital - Clinical And Research,2013-03-31,E09000023,E14000789,Greater London Authority,2013-05-24,Hospital - Clinical And Research,Natural Gas,,,,8792.05,400,433,200,90,0,0,,,,,,,No,,,4,Heating and Mechanical Ventilation,S6;,"KOO, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2013-03-31,2013-04-01,2013-05-24 20:06:17,Standard Occupancy
33244661062016021512534592290923,NOO,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220013,79,108,140,D,291,156,0,Hospital - Clinical And Research,2016-01-21,E09000023,E14000789,Greater London Authority,2016-02-15,Hospital - Clinical And Research,Natural Gas,,,,4597.08,175,379,115,90,0,0,365,505,250,357,0,0,Yes,,2,5,Air Conditioning,S6;,"NOO, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2015-03-31,2015-03-31,2016-02-15 12:53:45,Standard Occupancy
801940062010091410412335010930,,Jobcentre Plus,32-34 Dartmouth Road,SE23 3XU,335846580000,78,63,70,D,79,46,0,High Street Agency,2010-09-01,E09000023,E14000788,Greater London Authority,2010-09-14,High Street Agency,Natural Gas,,,,2099,114,0,69,139,0,0,68,64,33,46,0,0,No,,,4,Heating and Mechanical Ventilation,C2;,"Jobcentre Plus, 32-34 Dartmouth Road",Lewisham,Lewisham West and Penge,LONDON,2010-08-31,2010-05-31,2010-09-14 10:41:23,
9177470962019012913134837090930,,Clyde Early Childhood Centre,Alverton Street,SE8 5NH,336377790000,99,84,86,D,24,44,0,Schools And Seasonal Public Buildings,2018-11-01,E09000023,E14000789,Greater London Authority,2019-01-29,Schools And Seasonal Public Buildings,Natural Gas,,,,1400.47,163,141,31,40,0,0,26,24,30,33,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Clyde Early Childhood Centre, Alverton Street",Lewisham,"Lewisham, Deptford",LONDON,2018-12-01,2018-12-01,2019-01-29 13:13:48,Standard Occupancy
5612780022011011612434525990940,,Leemore Centre,Clarendon Rise,SE13 5ES,427584550000,88,51,88,D,43,47,0,Schools and seasonal public buildings,2011-01-11,E09000023,E14000789,Greater London Authority,2011-01-16,Schools and seasonal public buildings,Natural Gas,,,,1689,145,167,46,51,0,0,34,36,43,52,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Leemore Centre, Clarendon Rise",Lewisham,"Lewisham, Deptford",LONDON,2010-10-23,2010-09-15,2011-01-16 12:43:45,Extended Occupancy
9592120062010020113411055020940,,St Georges C of E Primary School,Perry Vale,SE23 2NE,458027530000,98,106,,D,23,38,,Schools and seasonal public buildings,2010-02-01,E09000023,E14000788,Greater London Authority,2010-02-01,Schools and seasonal public buildings,Natural Gas,,,,1229,158,146,34,40,0,0,26,,34,,,,No,,,4,Heating and Natural Ventilation,S3;,"St Georges C of E Primary School, Perry Vale",Lewisham,Lewisham West and Penge,LONDON,2009-10-01,2009-07-31,2010-02-01 13:41:10,
111965630002017041911453051710940,MCWILLIAM BUILDING,Lewisham College,2 Deptford Church Street,SE8 4RZ,801383750001,96,59,,D,121,160,0,Workshop,2017-04-19,E09000023,E14000789,Greater London Authority,2017-04-19,Workshop,Natural Gas,,,,5850,141,158,38,35,0,0,130,,47,,0,,Yes,,2,1,Heating and Natural Ventilation,W3;,"MCWILLIAM BUILDING, Lewisham College, 2 Deptford Church Street",Lewisham,"Lewisham, Deptford",LONDON,2016-11-26,2016-08-31,2017-04-19 11:45:30,Standard Occupancy
10054940022013040411025429090950,,Haseltine Primary School,Haseltine Road,SE26 5AD,526747920000,66,75,73,C,65,40,0,Schools And Seasonal Public Buildings,2012-01-01,E09000023,E14000788,Greater London Authority,2013-04-04,Schools And Seasonal Public Buildings,Natural Gas,,,,3293,62,137,36,40,0,0,51,58,74,64,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Haseltine Primary School, Haseltine Road",Lewisham,Lewisham West and Penge,LONDON,2012-10-14,2012-08-01,2013-04-04 11:02:54,Standard Occupancy
10054940962014110116154929090950,,Haseltine Primary School,Haseltine Road,SE26 5AD,526747920000,69,69,66,C,66,41,0,Schools And Seasonal Public Buildings,2014-11-01,E09000023,E14000788,Greater London Authority,2014-11-01,Schools And Seasonal Public Buildings,Natural Gas,,,,3293,65,132,37,40,0,0,71,65,47,40,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Haseltine Primary School, Haseltine Road",Lewisham,Lewisham West and Penge,LONDON,2014-10-14,2014-08-01,2014-11-01 16:15:49,Standard Occupancy
9105532212009012116273209900878,,Rathfern Primary School,Rathfern Road,SE6 4NL,881129370000,123,,,E,47,49,,Information not provided,2008-11-27,E09000023,E14000787,Greater London Authority,2009-01-21,Schools and seasonal public buildings,Natural Gas,,N/A,None,1574,160,140,54,40,0,0,,,,,,,,,,,Heating and Natural Ventilation,S3;,"Rathfern Primary School, Rathfern Road",Lewisham,Lewisham East,LONDON,2008-11-01,2008-08-30,2009-01-21 16:27:32,
