PAYBACK_TYPE,LMK_KEY,RECOMMENDATION_ITEM,RECOMMENDATION_CODE,RECOMMENDATION,CO2_IMPACT
LONG,9618460022012020309525292020780,2,X13,"Engage experts to review the building lighting strategies and propose alterations and/or upgrades to daylighting provisions, luminaires and their control systems and an implementation plan.",MEDIUM
SHORT,9618460022012020309525292020780,2,SP3,Consider installing automated controls and monitoring systems to electrical equipment and portable appliances to minimise electricity waste.,LOW
MEDIUM,9618460022012020309525292020780,2,X3,Consider implementing regular inspections of the building fabric to check on the condition of insulation and sealing measures and removal of accidental ventilation paths.,LOW
LONG,9618460022012020309525292020780,3,AE10,Consider a small scale Tri-Generation system as an alternative to conventional separate boiler and chiller systems.,MEDIUM
MEDIUM,9618460022012020309525292020780,3,BF9,Consider introducing orimproving cavity wall insulation.,HIGH
SHORT,9618460022012020309525292020780,3,X25,"Consider introducing a system of regular checks of Heating, Ventilation and Air Conditioning (HVAC) time and temperature settings and provisions to prevent unauthorised adjustment.",MEDIUM
MEDIUM,9618460022012020309525292020780,4,BF22,Consider engaging experts to review the condition of the building fabric and propose measures to improve energy performance.  This might include building pressure tests for air tightness and thermography tests for insulation continuity.,LOW
LONG,9618460022012020309525292020780,4,AE3,Consider installing building mounted solar water heating.,HIGH
SHORT,9618460022012020309525292020780,4,SP24,Enable power save settings and power down management on computers and associated equipment.,LOW
SHORT,9618460022012020309525292020780,5,X9,Engage experts to assess the air conditioning systems in accordance with CIBSE TM 44.  (This could be an appropriate opportunity to engage an accredited energy Assessor to undertake an inspection in compliance with the Energy Performance of Buildings Regulations),LOW
LONG,9618460022012020309525292020780,5,AE4,Consider installing building mounted photovoltaic electricity generating panels.,HIGH
SHORT,9618460022012020309525292020780,6,CON10,Seek to minimise simultaneous operation of heating and cooling systems.,MEDIUM
SHORT,9618460022012020309525292020780,7,HW20,Consider fitting 24 hour/7 day time controls onto electric HWS cylinders.,LOW
SHORT,9618460022012020309525292020780,8,BF6,"Consider how building fabric air tightness could be improved, for example sealing, draught stripping and closing off unused ventilation openings, chimneys.",LOW
SHORT,9618460022012020309525292020780,9,HS17,If stratification occurs consider re-circulating the air during heating.,LOW
SHORT,9618460022012020309525292020780,10,CON23,"Consider fitting zone controls to reduce over and under heating where structure, orientation, occupation or emitters have different characteristics.",MEDIUM
SHORT,9618460022012020309525292020780,11,BF1,Consider introducing or improving loft insulation.,HIGH
SHORT,9618460022012020309525292020780,12,SP14,Consider with experts implementation of an energy efficient equipment procurement regime that will upgrade existing equipment and renew in a planned cost-effective programme.,LOW
MEDIUM,24384745132015041609195089000793,1,HW19,Engage experts to propose specific measures to reduce hot water wastage and plan to carry this out.,HIGH
LONG,24384745132015041609195089000793,1,AE4,Consider installing building mounted photovoltaic electricity generating panels.,HIGH
SHORT,24384745132015041609195089000793,1,HS10,Engage experts to survey the condition of the heating systems and propose remedial works.,HIGH
LONG,24384745132015041609195089000793,2,X14,"Engage experts to review the HWS systems provisions and propose remedial works, upgrades and/or alternative provisions to improve effectiveness and efficiency and plan for implementation.",HIGH
MEDIUM,24384745132015041609195089000793,2,HS2,Where appropriate consider replacing heating boiler plant with a condensing type.,HIGH
SHORT,24384745132015041609195089000793,2,CON20,"Consider introducing variable speed drives (VSD) for fans, pumps and compressors.",HIGH
LONG,24384745132015041609195089000793,3,X13,"Engage experts to review the building lighting strategies and propose alterations and/or upgrades to daylighting provisions, luminaires and their control systems and an implementation plan.",HIGH
MEDIUM,24384745132015041609195089000793,3,BF9,Consider introducing or improving cavity wall insulation.,HIGH
SHORT,24384745132015041609195089000793,3,CON18,Consider upgrading major time controls to include optimum start/stop.,HIGH
LONG,24384745132015041609195089000793,4,X5,Engage experts to review overall heating strategy and propose an investment programme for upgrading and/or switching to alternative solutions.,HIGH
MEDIUM,24384745132015041609195089000793,4,X3,Consider implementing regular inspections of the building fabric to check on the condition of insulation and sealing measures and removal of accidental ventilation paths.,HIGH
SHORT,24384745132015041609195089000793,4,BF6,"Consider how building fabric air tightness could be improved, for example sealing, draught stripping and closing off unused ventilation openings, chimneys.",HIGH
SHORT,24384745132015041609195089000793,5,SP3,Consider installing automated controls and monitoring systems to electrical equipment and portable appliances to minimise electricity waste.,HIGH
SHORT,24384745132015041609195089000793,6,SP24,Enable power save settings and power down management on computers and associated equipment.,HIGH
SHORT,24384745132015041609195089000793,7,CON15,Consider installing weather compensator controls on heating and cooling systems.,HIGH
LONG,29909810022010012520290351290550,1,BF3,Consider replacing or improving glazing.,MEDIUM
MEDIUM,29909810022010012520290351290550,1,X3,Consider implementing regular inspections of the building fabric to check on the condition of insulation and sealing measures and removal of accidental ventilation paths.,LOW
OTHER,29909810022010012520290351290550,1,None,Nominate an energy champion to monitor energy usage on a regular basis.,HIGH
SHORT,29909810022010012520290351290550,1,OM15,"It is recommended that energy management techniques are introduced.  These could include efforts to gain building users commitment to save energy, allocating responsibility for energy to a specific person (champion), setting targets and monitoring.",LOW
MEDIUM,29909810022010012520290351290550,2,BF22,Consider engaging experts to review the condition of the building fabric and propose measures to improve energy performance.  This might include building pressure tests for air tightness and thermography tests for insulation continuity.,LOW
LONG,29909810022010012520290351290550,2,X13,"Engage experts to review the building lighting strategies and propose alterations and/or upgrades to daylighting provisions, luminaries and their control systems and an implementation plan.",LOW
OTHER,29909810022010012520290351290550,2,None,Introduce staff awareness training on how to control lighting to reduce lighting loads when not required and de-stratification fans to sorting areas to bring the warm air down to the working area.,HIGH
SHORT,29909810022010012520290351290550,2,BF6,"Consider how building fabric airtightness could be improved, for example sealing, draught stripping and closing off unused ventilation openings, chimneys etc.",MEDIUM
LONG,29909810022010012520290351290550,3,X14,"Engage experts to review the HWS systems provisions and propose remedial works, upgrades and/or alternative provisions to improve effectiveness and efficiency and plan for implementation.",LOW
OTHER,29909810022010012520290351290550,3,None,Consider changing fluorescent lighting fittings for more efficient type and/or replacing existing tubes with tri-phosphor tubes that have double the life of standard tubes.,HIGH
