PAYBACK_TYPE,LMK_KEY,RECOMMENDATION_ITEM,RECOMMENDATION_CODE,RECOMMENDATION,CO2_IMPACT
MEDIUM,101929150302015052721005630000250,1,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
SHORT,101929150302015052721005630000250,1,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,101929150302015052721005630000250,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
LONG,101929150302015052721005630000250,2,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
MEDIUM,101929150302015052721005630000250,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
SHORT,101929150302015052721005630000250,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,101929150302015052721005630000250,3,EPC-E6,Some loft spaces are poorly insulated - install/improve insulation.,MEDIUM
LONG,101929150302015052721005630000250,4,EPC-H3,Consider replacing heating boiler plant with a condensing type.,HIGH
LONG,101929150302015052721005630000250,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
SHORT,108253160742016011118055485200090,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,108253160742016011118055485200090,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
SHORT,108253160742016011118055485200090,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,108253160742016011118055485200090,2,EPC-R5,Consider installing an air source heat pump.,HIGH
LONG,108253160742016011118055485200090,3,EPC-E2,Roof is poorly insulated. Install or improve insulation of roof.,MEDIUM
LONG,108277786032016021714214867000692,1,EPC-H7,Add optimum start/stop to the heating system.,LOW
MEDIUM,108277786032016021714214867000692,1,EPC-H2,Add time control to heating system.,LOW
LONG,108277786032016021714214867000692,2,EPC-H6,Add local temperature control to the heating system.,LOW
LONG,108277786032016021714214867000692,3,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,108277786032016021714214867000692,4,EPC-H8,Add weather compensation controls to heating system.,LOW
LONG,108277786032016021714214867000692,5,EPC-H5,Add local time control to heating system.,LOW
MEDIUM,10900621032009021015354365000402,1,EPC-H6,Add local temperature control to the heating system.,HIGH
LONG,10900621032009021015354365000402,1,EPC-R5,Consider installing an air source heat pump.,HIGH
SHORT,10900621032009021015354365000402,1,EPC-W1,Install more efficient water heater.,HIGH
MEDIUM,10900621032009021015354365000402,2,EPC-H8,Add weather compensation controls to heating system.,HIGH
LONG,10900621032009021015354365000402,2,EPC-R1,Consider installing a ground source heat pump.,HIGH
SHORT,10900621032009021015354365000402,2,EPC-W2,Consider replacing HWS with point of use system.,MEDIUM
LONG,10900621032009021015354365000402,3,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
MEDIUM,10900621032009021015354365000402,3,EPC-H5,Add local time control to heating system.,HIGH
SHORT,10900621032009021015354365000402,3,EPC-V1,Some spaces have a significant risk of overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.,MEDIUM
LONG,10900621032009021015354365000402,4,EPC-R3,Consider installing solar water heating.,LOW
SHORT,10900621032009021015354365000402,4,EPC-H2,Add time control to heating system.,HIGH
SHORT,10900621032009021015354365000402,5,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
LONG,10900621032009021015354365000402,5,EPC-R4,Consider installing PV.,LOW
SHORT,10900621032009021015354365000402,6,EPC-H7,Add optimum start/stop to the heating system.,HIGH
SHORT,10900621032009021015354365000402,7,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,HIGH
LONG,109548780942016020720434935700020,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,LOW
SHORT,109548780942016020720434935700020,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
MEDIUM,109548780942016020720434935700020,1,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
LONG,109548780942016020720434935700020,2,EPC-H5,Add local time control to heating system.,LOW
SHORT,109548780942016020720434935700020,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
MEDIUM,109548780942016020720434935700020,2,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,LOW
LONG,109548780942016020720434935700020,3,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
SHORT,109548780942016020720434935700020,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
SHORT,109548780942016020720434935700020,4,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,109548780942016020720434935700020,4,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,LOW
LONG,109548780942016020720434935700020,5,EPC-R5,Consider installing an air source heat pump.,HIGH
LONG,100208210342015031909262583800220,1,EPC-H2,Add time control to heating system.,LOW
OTHER,100208210342015031909262583800220,1,EPC-R5,Consider installing an air source heat pump.,MEDIUM
SHORT,100208210342015031909262583800220,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,100208210342015031909262583800220,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
SHORT,100208210342015031909262583800220,2,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
OTHER,100208210342015031909262583800220,2,EPC-R4,Consider installing PV.,LOW
LONG,100208210342015031909262583800220,3,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
SHORT,100208210342015031909262583800220,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
OTHER,100208210342015031909262583800220,3,EPC-R3,Consider installing solar water heating.,LOW
OTHER,100208210342015031909262583800220,4,EPC-R1,Consider installing a ground source heat pump.,MEDIUM
LONG,100208210342015031909262583800220,4,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
LONG,100208210342015031909262583800220,5,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
OTHER,100208210342015031909262583800220,5,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
SHORT,10024370062009012710044601290010,1,EPC-V1,Some spaces have a significant risk of overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.,MEDIUM
OTHER,10024370062009012710044601290010,1,USER,TEXT,HIGH
LONG,10024370062009012710044601290010,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
OTHER,10024370062009012710044601290010,2,USER,TEXT,HIGH
OTHER,10024370062009012710044601290010,3,USER,TEXT,HIGH
OTHER,10024370062009012710044601290010,4,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
MEDIUM,100623115032015040816391566000099,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
LONG,100623115032015040816391566000099,1,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
SHORT,100623115032015040816391566000099,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
LONG,100623115032015040816391566000099,2,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
MEDIUM,100623115032015040816391566000099,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,100623115032015040816391566000099,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
MEDIUM,100623115032015040816391566000099,3,EPC-H6,Add local temperature control to the heating system.,LOW
SHORT,100623115032015040816391566000099,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,100623115032015040816391566000099,3,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,100623115032015040816391566000099,4,EPC-E1,"Some floors are poorly insulated - introduce and/or improve insulation. Add insulation to the exposed surfaces of floors adjacent to underground, unheated spaces or exterior.",MEDIUM
MEDIUM,100623115032015040816391566000099,4,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
SHORT,100623115032015040816391566000099,4,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,100623115032015040816391566000099,5,EPC-R3,Consider installing solar water heating.,LOW
MEDIUM,100623115032015040816391566000099,5,EPC-E6,Some loft spaces are poorly insulated - install/improve insulation.,MEDIUM
MEDIUM,100623115032015040816391566000099,6,EPC-H5,Add local time control to heating system.,MEDIUM
LONG,100654195032015040717583137000697,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,LOW
MEDIUM,100654195032015040717583137000697,1,EPC-H7,Add optimum start/stop to the heating system.,LOW
SHORT,100654195032015040717583137000697,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,100654195032015040717583137000697,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,LOW
SHORT,100654195032015040717583137000697,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
SHORT,100654195032015040717583137000697,3,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,100654195032015040717583137000697,3,EPC-H6,Add local temperature control to the heating system.,LOW
LONG,100654195032015040717583137000697,4,EPC-H8,Add weather compensation controls to heating system.,LOW
LONG,100654195032015040717583137000697,5,EPC-H5,Add local time control to heating system.,LOW
MEDIUM,100663370002015040812243069400770,1,EPC-H2,Add time control to heating system.,LOW
SHORT,100663370002015040812243069400770,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,100663370002015040812243069400770,1,EPC-H7,Add optimum start/stop to the heating system.,LOW
LONG,100663370002015040812243069400770,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,100663370002015040812243069400770,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,100663370002015040812243069400770,3,EPC-H6,Add local temperature control to the heating system.,LOW
LONG,100663370002015040812243069400770,4,EPC-H8,Add weather compensation controls to heating system.,LOW
LONG,100663370002015040812243069400770,5,EPC-H5,Add local time control to heating system.,LOW
SHORT,100711640062016031114405849970090,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,100711640062016031114405849970090,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
MEDIUM,100711640062016031114405849970090,1,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,100711640062016031114405849970090,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
LONG,100711640062016031114405849970090,3,EPC-E6,Some loft spaces are poorly insulated - install/improve insulation.,MEDIUM
LONG,100711640062016031114405849970090,4,EPC-H3,Consider replacing heating boiler plant with a condensing type.,HIGH
LONG,100711640062016031114405849970090,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
SHORT,104756900022015090916250998010860,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
LONG,104756900022015090916250998010860,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
MEDIUM,104756900022015090916250998010860,1,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
SHORT,104756900022015090916250998010860,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
