"date","geography","geography code","Rural Urban","Cars: All categories: Car or van availability; measures: Value","Cars: No cars or vans in household; measures: Value","Cars: 1 car or van in household; measures: Value","Cars: 2 cars or vans in household; measures: Value","Cars: 3 cars or vans in household; measures: Value","Cars: 4 or more cars or vans in household; measures: Value","Cars: sum of all cars or vans in the area; measures: Value"
"2011","E00004806","E00004806","Total",124,60,54,10,0,0,74
"2011","E00004810","E00004810","Total",126,49,63,13,1,0,92
"2011","E00004811","E00004811","Total",122,55,53,12,1,1,85
"2011","E00004842","E00004842","Total",116,53,53,10,0,0,73
"2011","E00004843","E00004843","Total",110,58,45,6,1,0,60
"2011","E00004844","E00004844","Total",139,78,55,6,0,0,67
"2011","E00004845","E00004845","Total",131,79,42,8,2,0,64
"2011","E00004846","E00004846","Total",127,73,49,5,0,0,59
"2011","E00004847","E00004847","Total",137,83,51,2,0,1,59
"2011","E00004786","E00004786","Total",107,78,28,0,1,0,31
"2011","E00004788","E00004788","Total",125,83,38,4,0,0,46
"2011","E00004789","E00004789","Total",87,64,22,1,0,0,24
"2011","E00004790","E00004790","Total",130,73,50,5,1,1,68
"2011","E00004796","E00004796","Total",132,83,41,7,1,0,58
"2011","E00004797","E00004797","Total",143,95,44,3,1,0,53
"2011","E00004809","E00004809","Total",117,35,59,20,3,0,108
"2011","E00004777","E00004777","Total",115,61,50,4,0,0,58
"2011","E00004781","E00004781","Total",134,78,46,10,0,0,66
"2011","E00004794","E00004794","Total",198,86,80,27,5,0,149
"2011","E00004805","E00004805","Total",96,68,22,4,2,0,36
"2011","E00004807","E00004807","Total",109,68,37,4,0,0,45
"2011","E00004778","E00004778","Total",105,43,47,11,1,3,84
"2011","E00004779","E00004779","Total",142,43,75,21,3,0,126
"2011","E00004780","E00004780","Total",124,55,60,7,1,1,81
"2011","E00004782","E00004782","Total",114,19,69,21,4,1,127
"2011","E00004808","E00004808","Total",93,70,18,5,0,0,28
"2011","E00174677","E00174677","Total",160,93,58,9,0,0,76
"2011","E00174678","E00174678","Total",113,71,36,4,2,0,50
"2011","E00004771","E00004771","Total",117,21,40,31,18,7,187
"2011","E00004772","E00004772","Total",124,34,69,16,4,1,117
"2011","E00004773","E00004773","Total",133,63,54,10,6,0,92
"2011","E00004783","E00004783","Total",124,50,47,20,5,2,110
"2011","E00004784","E00004784","Total",121,44,58,16,2,1,100
"2011","E00004215","E00004215","Total",129,47,66,15,1,0,99
"2011","E00004218","E00004218","Total",131,80,41,10,0,0,61
"2011","E00004220","E00004220","Total",87,53,32,2,0,0,36
"2011","E00004221","E00004221","Total",111,55,45,9,2,0,69
"2011","E00004222","E00004222","Total",109,56,37,14,1,1,74
"2011","E00004226","E00004226","Total",119,23,61,23,10,2,145
"2011","E00004206","E00004206","Total",127,77,41,8,0,1,63
"2011","E00004208","E00004208","Total",125,98,26,1,0,0,28
"2011","E00004209","E00004209","Total",113,76,32,5,0,0,42
"2011","E00004213","E00004213","Total",167,91,67,9,0,0,85
"2011","E00004214","E00004214","Total",243,171,62,8,0,2,86
"2011","E00004216","E00004216","Total",146,57,63,23,3,0,118
"2011","E00004217","E00004217","Total",141,86,46,6,2,1,68
"2011","E00004224","E00004224","Total",147,67,67,7,6,0,99
"2011","E00004228","E00004228","Total",107,44,46,17,0,0,80
"2011","E00004231","E00004231","Total",142,44,79,18,1,0,118
"2011","E00004233","E00004233","Total",124,58,55,10,1,0,78
"2011","E00004201","E00004201","Total",144,61,65,17,1,0,102
"2011","E00004202","E00004202","Total",160,144,16,0,0,0,16
"2011","E00004227","E00004227","Total",145,80,55,9,0,1,78
"2011","E00004232","E00004232","Total",132,92,26,11,3,0,57
"2011","E00004239","E00004239","Total",111,68,38,4,1,0,49
"2011","E00004242","E00004242","Total",105,75,22,7,1,0,39
"2011","E00004204","E00004204","Total",149,69,61,14,3,2,111
"2011","E00004229","E00004229","Total",174,90,68,12,2,2,107
"2011","E00004234","E00004234","Total",124,50,60,11,3,0,91
"2011","E00004238","E00004238","Total",126,58,48,16,4,0,92
"2011","E00004241","E00004241","Total",133,45,59,24,4,1,124
"2011","E00004243","E00004243","Total",110,47,37,16,8,2,102
"2011","E00004207","E00004207","Total",128,88,38,2,0,0,42
"2011","E00004210","E00004210","Total",126,89,30,6,1,0,45
"2011","E00004211","E00004211","Total",124,95,23,6,0,0,35
"2011","E00004212","E00004212","Total",134,67,56,11,0,0,78
"2011","E00004223","E00004223","Total",116,81,26,7,2,0,46
"2011","E00004219","E00004219","Total",190,142,39,8,1,0,58
"2011","E00004230","E00004230","Total",130,90,40,0,0,0,40
"2011","E00004236","E00004236","Total",150,109,34,7,0,0,48
"2011","E00004237","E00004237","Total",123,92,27,4,0,0,35
"2011","E00004240","E00004240","Total",136,99,33,4,0,0,41
"2011","E00004732","E00004732","Total",124,77,41,6,0,0,53
"2011","E00004733","E00004733","Total",131,91,36,4,0,0,44
"2011","E00004735","E00004735","Total",136,93,43,0,0,0,43
"2011","E00004736","E00004736","Total",130,94,33,0,3,0,42
"2011","E00004738","E00004738","Total",113,51,54,7,1,0,71
"2011","E00004739","E00004739","Total",131,82,46,3,0,0,52
"2011","E00004740","E00004740","Total",99,60,37,1,1,0,42
"2011","E00004741","E00004741","Total",132,99,32,1,0,0,34
"2011","E00004742","E00004742","Total",185,132,46,7,0,0,60
"2011","E00004750","E00004750","Total",144,109,31,3,0,1,41
"2011","E00174649","E00174649","Total",108,86,15,6,0,1,33
"2011","E00174666","E00174666","Total",80,63,14,3,0,0,20
"2011","E00174667","E00174667","Total",87,58,28,1,0,0,30
"2011","E00004743","E00004743","Total",136,97,31,6,2,0,49
"2011","E00004745","E00004745","Total",127,94,31,2,0,0,35
"2011","E00004746","E00004746","Total",152,111,41,0,0,0,41
"2011","E00004747","E00004747","Total",132,91,39,2,0,0,43
"2011","E00004748","E00004748","Total",151,126,22,2,1,0,29
"2011","E00004606","E00004606","Total",169,101,55,10,3,0,84
"2011","E00004608","E00004608","Total",133,77,48,7,1,0,65
"2011","E00004637","E00004637","Total",121,91,28,2,0,0,32
"2011","E00004642","E00004642","Total",130,88,37,5,0,0,47
"2011","E00004644","E00004644","Total",132,80,45,6,1,0,60
"2011","E00004607","E00004607","Total",132,111,21,0,0,0,21
"2011","E00004609","E00004609","Total",221,174,41,5,0,1,55
"2011","E00004610","E00004610","Total",123,83,37,3,0,0,43
"2011","E00004611","E00004611","Total",157,138,19,0,0,0,19
"2011","E00004640","E00004640","Total",146,105,37,4,0,0,45
"2011","E00004643","E00004643","Total",186,132,46,7,1,0,63
"2011","E00004645","E00004645","Total",111,94,16,1,0,0,18
"2011","E00004623","E00004623","Total",151,87,58,5,0,1,72
"2011","E00004624","E00004624","Total",120,59,48,10,3,0,77
"2011","E00004629","E00004629","Total",117,66,40,11,0,0,62
"2011","E00004631","E00004631","Total",130,82,40,8,0,0,56
"2011","E00004634","E00004634","Total",145,71,61,9,4,0,91
"2011","E00004638","E00004638","Total",158,114,37,6,1,0,52
"2011","E00004625","E00004625","Total",172,119,47,5,0,1,62
"2011","E00004626","E00004626","Total",235,178,51,5,0,1,65
"2011","E00004627","E00004627","Total",98,73,22,3,0,0,28
"2011","E00004633","E00004633","Total",102,65,33,3,1,0,42
"2011","E00004641","E00004641","Total",125,80,43,2,0,0,47
"2011","E00004628","E00004628","Total",91,61,27,3,0,0,33
"2011","E00004630","E00004630","Total",104,64,33,7,0,0,47
"2011","E00004632","E00004632","Total",95,73,21,1,0,0,23
"2011","E00004635","E00004635","Total",125,97,26,2,0,0,30
"2011","E00004636","E00004636","Total",113,70,38,4,0,1,54
"2011","E00004639","E00004639","Total",96,67,24,4,0,1,40
"2011","E00004203","E00004203","Total",164,118,38,8,0,0,54
"2011","E00004205","E00004205","Total",145,71,57,15,1,1,94
"2011","E00004225","E00004225","Total",195,165,25,4,1,0,36
"2011","E00004235","E00004235","Total",163,132,29,1,0,1,35
"2011","E00004681","E00004681","Total",133,70,49,13,1,0,78
"2011","E00004687","E00004687","Total",116,40,35,34,6,1,125
"2011","E00004690","E00004690","Total",109,82,21,6,0,0,33
"2011","E00004699","E00004699","Total",69,55,13,1,0,0,15
"2011","E00004701","E00004701","Total",147,111,35,0,0,1,39
"2011","E00004714","E00004714","Total",141,71,53,12,4,1,93
"2011","E00004704","E00004704","Total",162,128,24,10,0,0,44
"2011","E00004706","E00004706","Total",198,133,58,6,1,0,73
"2011","E00004707","E00004707","Total",228,201,23,4,0,0,31
"2011","E00004709","E00004709","Total",152,94,46,11,0,1,72
"2011","E00004710","E00004710","Total",131,92,32,5,1,1,49
"2011","E00004702","E00004702","Total",125,100,22,2,1,0,29
"2011","E00004703","E00004703","Total",143,90,47,5,1,0,60
"2011","E00004705","E00004705","Total",161,94,48,17,2,0,88
"2011","E00004708","E00004708","Total",118,94,22,2,0,0,26
"2011","E00004711","E00004711","Total",142,91,46,4,0,1,58
"2011","E00004712","E00004712","Total",157,61,56,28,6,6,156
"2011","E00004749","E00004749","Total",178,121,48,7,2,0,68
"2011","E00004752","E00004752","Total",127,76,41,10,0,0,61
"2011","E00004753","E00004753","Total",125,86,34,5,0,0,44
"2011","E00004754","E00004754","Total",134,101,30,3,0,0,36
"2011","E00004755","E00004755","Total",111,88,20,3,0,0,26
"2011","E00004723","E00004723","Total",114,86,24,3,1,0,33
"2011","E00004734","E00004734","Total",109,66,37,6,0,0,49
"2011","E00004744","E00004744","Total",126,84,35,6,0,1,51
"2011","E00004751","E00004751","Total",147,124,20,2,0,1,28
"2011","E00004763","E00004763","Total",110,80,27,3,0,0,33
"2011","E00004765","E00004765","Total",102,78,18,5,0,1,32
"2011","E00004725","E00004725","Total",126,79,45,2,0,0,49
"2011","E00004756","E00004756","Total",112,86,21,4,1,0,32
"2011","E00004757","E00004757","Total",116,85,25,5,1,0,38
"2011","E00004758","E00004758","Total",80,48,31,1,0,0,33
"2011","E00004759","E00004759","Total",104,80,23,1,0,0,25
"2011","E00004760","E00004760","Total",104,74,30,0,0,0,30
"2011","E00004726","E00004726","Total",117,85,29,1,2,0,37
"2011","E00004729","E00004729","Total",101,84,16,1,0,0,18
"2011","E00004730","E00004730","Total",77,62,11,4,0,0,19
"2011","E00004761","E00004761","Total",136,103,28,4,1,0,39
"2011","E00004762","E00004762","Total",133,109,21,3,0,0,27
"2011","E00004764","E00004764","Total",93,71,18,4,0,0,26
"2011","E00004724","E00004724","Total",126,104,19,3,0,0,25
"2011","E00004727","E00004727","Total",125,92,29,4,0,0,37
"2011","E00004728","E00004728","Total",199,144,51,4,0,0,59
"2011","E00004731","E00004731","Total",158,118,35,4,0,1,51
"2011","E00004691","E00004691","Total",151,103,43,2,3,0,56
"2011","E00004692","E00004692","Total",141,95,38,3,5,0,59
"2011","E00004693","E00004693","Total",138,97,32,8,0,1,53
"2011","E00004696","E00004696","Total",126,86,31,9,0,0,49
"2011","E00004700","E00004700","Total",111,85,23,3,0,0,29
"2011","E00004694","E00004694","Total",108,86,17,3,2,0,29
"2011","E00004695","E00004695","Total",179,140,32,6,0,1,48
"2011","E00004697","E00004697","Total",135,101,30,4,0,0,38
"2011","E00174654","E00174654","Total",98,71,25,2,0,0,29
"2011","E00174680","E00174680","Total",91,73,16,0,1,1,24
"2011","E00004684","E00004684","Total",132,99,31,2,0,0,35
"2011","E00004713","E00004713","Total",93,65,27,1,0,0,29
"2011","E00004715","E00004715","Total",145,111,28,5,1,0,41
"2011","E00004717","E00004717","Total",72,46,20,5,1,0,33
"2011","E00004719","E00004719","Total",179,134,42,2,1,0,49
"2011","E00004720","E00004720","Total",118,91,24,3,0,0,30
"2011","E00004682","E00004682","Total",64,47,17,0,0,0,17
"2011","E00004716","E00004716","Total",127,98,26,3,0,0,32
"2011","E00004718","E00004718","Total",119,96,19,3,0,1,29
"2011","E00004721","E00004721","Total",133,92,37,4,0,0,45
"2011","E00004722","E00004722","Total",107,71,34,2,0,0,38
"2011","E00004683","E00004683","Total",68,46,19,3,0,0,25
"2011","E00004685","E00004685","Total",122,92,27,2,1,0,34
"2011","E00004686","E00004686","Total",123,81,37,5,0,0,47
"2011","E00004688","E00004688","Total",174,136,34,4,0,0,42
"2011","E00004689","E00004689","Total",116,80,35,1,0,0,37
"2011","E00004651","E00004651","Total",106,86,20,0,0,0,20
"2011","E00004655","E00004655","Total",125,72,50,2,0,1,58
"2011","E00004671","E00004671","Total",170,112,53,4,1,0,64
"2011","E00174660","E00174660","Total",51,32,17,2,0,0,21
"2011","E00174661","E00174661","Total",84,55,23,5,1,0,36
"2011","E00004647","E00004647","Total",168,134,30,4,0,0,38
"2011","E00004659","E00004659","Total",165,124,33,8,0,0,49
"2011","E00004660","E00004660","Total",128,103,21,4,0,0,29
"2011","E00004661","E00004661","Total",129,113,14,2,0,0,18
"2011","E00004664","E00004664","Total",147,123,19,5,0,0,29
"2011","E00004658","E00004658","Total",114,88,23,3,0,0,29
"2011","E00004663","E00004663","Total",118,87,29,2,0,0,33
"2011","E00004669","E00004669","Total",105,79,23,3,0,0,29
"2011","E00004670","E00004670","Total",109,77,30,2,0,0,34
"2011","E00004656","E00004656","Total",233,208,25,0,0,0,25
"2011","E00004668","E00004668","Total",84,62,20,2,0,0,24
"2011","E00004675","E00004675","Total",105,80,23,0,2,0,29
"2011","E00004677","E00004677","Total",112,71,35,4,2,0,49
"2011","E00004175","E00004175","Total",128,113,13,0,2,0,19
"2011","E00004179","E00004179","Total",190,158,29,3,0,0,35
"2011","E00004180","E00004180","Total",128,106,19,3,0,0,25
"2011","E00004181","E00004181","Total",212,184,23,5,0,0,33
"2011","E00004182","E00004182","Total",76,53,21,2,0,0,25
"2011","E00004183","E00004183","Total",106,86,17,3,0,0,23
"2011","E00004653","E00004653","Total",113,100,11,2,0,0,15
"2011","E00004654","E00004654","Total",100,93,6,1,0,0,8
"2011","E00004678","E00004678","Total",127,102,22,2,1,0,29
"2011","E00174665","E00174665","Total",113,91,19,3,0,0,25
"2011","E00174679","E00174679","Total",49,47,2,0,0,0,2
"2011","E00004646","E00004646","Total",110,78,29,3,0,0,35
"2011","E00004665","E00004665","Total",117,92,21,4,0,0,29
"2011","E00004673","E00004673","Total",126,94,30,2,0,0,34
"2011","E00004674","E00004674","Total",102,75,25,1,0,1,31
"2011","E00004679","E00004679","Total",102,79,22,0,1,0,25
"2011","E00004662","E00004662","Total",144,117,25,2,0,0,29
"2011","E00004666","E00004666","Total",178,154,22,2,0,0,26
"2011","E00004667","E00004667","Total",126,115,9,2,0,0,13
"2011","E00004672","E00004672","Total",120,91,29,0,0,0,29
"2011","E00004676","E00004676","Total",118,91,25,2,0,0,29
"2011","E00004649","E00004649","Total",129,114,14,1,0,0,16
"2011","E00004650","E00004650","Total",208,177,30,1,0,0,32
"2011","E00004652","E00004652","Total",133,108,20,5,0,0,30
"2011","E00004680","E00004680","Total",126,106,19,1,0,0,21
"2011","E00004172","E00004172","Total",148,112,33,3,0,0,39
"2011","E00004193","E00004193","Total",119,100,13,6,0,0,25
"2011","E00004195","E00004195","Total",133,93,31,8,1,0,50
"2011","E00004196","E00004196","Total",101,64,35,0,2,0,41
"2011","E00004199","E00004199","Total",163,131,31,0,1,0,34
"2011","E00004187","E00004187","Total",226,154,54,16,2,0,92
"2011","E00004194","E00004194","Total",144,110,32,2,0,0,36
"2011","E00004198","E00004198","Total",182,144,29,6,3,0,50
"2011","E00004200","E00004200","Total",136,110,24,2,0,0,28
"2011","E00174650","E00174650","Total",92,76,16,0,0,0,16
"2011","E00174651","E00174651","Total",81,59,20,2,0,0,24
"2011","E00004173","E00004173","Total",127,107,19,1,0,0,21
"2011","E00004177","E00004177","Total",74,66,7,1,0,0,9
"2011","E00004184","E00004184","Total",112,93,17,2,0,0,21
"2011","E00174655","E00174655","Total",160,110,45,3,1,1,58
"2011","E00174676","E00174676","Total",152,147,5,0,0,0,5
"2011","E00004174","E00004174","Total",131,113,15,2,1,0,22
"2011","E00004185","E00004185","Total",171,144,23,4,0,0,31
"2011","E00004188","E00004188","Total",109,93,16,0,0,0,16
"2011","E00004189","E00004189","Total",118,83,33,1,1,0,38
"2011","E00174652","E00174652","Total",84,65,17,2,0,0,21
"2011","E00174653","E00174653","Total",105,66,25,10,4,0,57
"2011","E00004544","E00004544","Total",98,69,23,5,1,0,36
"2011","E00004548","E00004548","Total",138,92,38,6,2,0,56
"2011","E00004550","E00004550","Total",146,112,31,3,0,0,37
"2011","E00004552","E00004552","Total",126,83,40,2,1,0,47
"2011","E00004555","E00004555","Total",127,90,35,2,0,0,39
"2011","E00004534","E00004534","Total",114,95,18,1,0,0,20
"2011","E00004536","E00004536","Total",138,88,41,7,2,0,61
"2011","E00004539","E00004539","Total",79,64,14,1,0,0,16
"2011","E00004542","E00004542","Total",178,139,37,2,0,0,41
"2011","E00004547","E00004547","Total",164,131,29,3,1,0,38
"2011","E00004551","E00004551","Total",208,155,48,3,2,0,60
"2011","E00004520","E00004520","Total",140,111,26,3,0,0,32
"2011","E00004538","E00004538","Total",103,80,21,2,0,0,25
"2011","E00004541","E00004541","Total",113,94,15,4,0,0,23
"2011","E00004545","E00004545","Total",199,149,44,6,0,0,56
"2011","E00004549","E00004549","Total",124,96,26,1,0,1,33
"2011","E00004553","E00004553","Total",113,83,29,0,1,0,32
"2011","E00004557","E00004557","Total",121,100,19,2,0,0,23
"2011","E00004531","E00004531","Total",119,79,35,5,0,0,45
"2011","E00004532","E00004532","Total",168,109,46,12,1,0,73
"2011","E00004537","E00004537","Total",85,61,21,2,1,0,28
"2011","E00004540","E00004540","Total",156,114,38,4,0,0,46
"2011","E00004543","E00004543","Total",126,86,38,2,0,0,42
"2011","E00174671","E00174671","Total",87,55,21,10,0,1,45
"2011","E00174674","E00174674","Total",88,77,9,1,1,0,14
"2011","E00174675","E00174675","Total",117,73,39,4,1,0,50
"2011","E00004169","E00004169","Total",149,112,33,4,0,0,41
"2011","E00004190","E00004190","Total",384,333,47,3,1,0,56
"2011","E00004197","E00004197","Total",116,84,24,5,3,0,43
"2011","E00174659","E00174659","Total",161,113,43,5,0,0,53
"2011","E00174662","E00174662","Total",90,78,11,0,0,1,15
"2011","E00174663","E00174663","Total",111,98,11,1,0,1,17
"2011","E00174664","E00174664","Total",100,85,15,0,0,0,15
"2011","E00004521","E00004521","Total",127,96,25,5,1,0,38
"2011","E00004524","E00004524","Total",216,128,68,13,2,5,122
"2011","E00004535","E00004535","Total",124,96,24,3,1,0,33
"2011","E00004546","E00004546","Total",143,106,31,6,0,0,43
"2011","E00004554","E00004554","Total",217,175,31,10,0,1,55
"2011","E00004556","E00004556","Total",143,112,25,6,0,0,37
"2011","E00004525","E00004525","Total",119,91,25,2,1,0,32
"2011","E00004527","E00004527","Total",102,88,11,1,1,1,20
"2011","E00004528","E00004528","Total",170,137,28,5,0,0,38
"2011","E00004558","E00004558","Total",142,109,26,5,2,0,42
"2011","E00004559","E00004559","Total",153,102,45,5,1,0,58
"2011","E00004560","E00004560","Total",121,92,23,4,2,0,37
"2011","E00004561","E00004561","Total",128,107,17,2,2,0,27
"2011","E00004522","E00004522","Total",117,90,23,3,1,0,32
"2011","E00004523","E00004523","Total",244,187,46,8,3,0,71
"2011","E00004526","E00004526","Total",125,96,26,2,0,1,34
"2011","E00004529","E00004529","Total",207,150,47,9,0,1,72
"2011","E00004530","E00004530","Total",141,116,23,2,0,0,27
"2011","E00000001","E00000001","Total",99,43,46,7,2,1,70
"2011","E00000003","E00000003","Total",112,37,58,10,6,1,100
"2011","E00000005","E00000005","Total",217,141,57,14,4,1,101
"2011","E00000007","E00000007","Total",83,58,19,6,0,0,31
"2011","E00166756","E00166756","Total",158,121,34,3,0,0,40
"2011","E00166758","E00166758","Total",207,119,71,13,3,1,110
"2011","E00000016","E00000016","Total",182,124,50,5,3,0,69
"2011","E00000017","E00000017","Total",142,62,65,11,2,2,114
"2011","E00000018","E00000018","Total",122,59,50,7,5,1,83
"2011","E00000019","E00000019","Total",85,56,27,2,0,0,31
"2011","E00000020","E00000020","Total",126,68,49,8,0,1,69
"2011","E00000021","E00000021","Total",173,112,52,5,3,1,75
"2011","E00000010","E00000010","Total",78,65,12,1,0,0,14
